Voter ID,County,Candidate
1078795,Matterdawn,Torres
1098473,Mershville,Torres
1727496,Porpus,Torres
1540704,Harsaw,Torres
1439925,Matterdawn,Vestal
1383847,Mershville,Torres
1228903,Porpus,Torres
1913245,Mershville,Vestal
1314799,Matterdawn,Torres
1290386,Matterdawn,Torres
1585329,Mershville,Vestal
1656405,Matterdawn,Vestal
1740512,Porpus,Torres
1332272,Harsaw,Torres
1805226,Harsaw,Torres
1078406,Mershville,Vestal
1204569,Harsaw,Vestal
1655767,Matterdawn,Torres
1320129,Matterdawn,Torres
1634949,Mershville,Vestal
1774435,Harsaw,Torres
1480244,Mershville,Torres
1632162,Harsaw,Torres
1938688,Harsaw,Vestal
1420665,Harsaw,Vestal
1784439,Mershville,Torres
1734233,Mershville,Vestal
1632422,Harsaw,Torres
1746597,Harsaw,Vestal
1932640,Harsaw,Torres
1731051,Porpus,Vestal
1058961,Harsaw,Torres
1506450,Matterdawn,Torres
1258595,Matterdawn,Seth
1129635,Matterdawn,Vestal
1280682,Arrent,Torres
1453306,Harsaw,Vestal
1388817,Harsaw,Torres
1315743,Matterdawn,Vestal
1651377,Harsaw,Vestal
1297067,Harsaw,Vestal
1847233,Harsaw,Vestal
1067751,Harsaw,Vestal
1192485,Mershville,Vestal
1400965,Mershville,Torres
1765263,Mershville,Vestal
1044111,Matterdawn,Vestal
1302680,Matterdawn,Torres
1458179,Harsaw,Torres
1676946,Porpus,Torres
1124069,Mershville,Vestal
1543346,Mershville,Vestal
1037424,Mershville,Torres
1205102,Matterdawn,Vestal
1406481,Harsaw,Vestal
1074988,Matterdawn,Torres
1312573,Harsaw,Seth
1911535,Mershville,Torres
1764372,Matterdawn,Seth
1236611,Matterdawn,Vestal
1603166,Arrent,Torres
1432699,Matterdawn,Torres
1064597,Harsaw,Vestal
1281940,Porpus,Vestal
1125502,Matterdawn,Torres
1734563,Harsaw,Vestal
1260602,Harsaw,Vestal
1220236,Harsaw,Vestal
1997724,Porpus,Vestal
1446640,Harsaw,Vestal
1391947,Matterdawn,Torres
1348089,Mershville,Vestal
1488256,Mershville,Torres
1765194,Porpus,Torres
1829577,Harsaw,Torres
1231613,Matterdawn,Vestal
1695189,Harsaw,Vestal
1480234,Harsaw,Vestal
1124194,Harsaw,Torres
1580449,Harsaw,Vestal
1646686,Mershville,Cordin
1945674,Porpus,Vestal
1323137,Harsaw,Torres
1117563,Mershville,Vestal
1329395,Harsaw,Vestal
1772584,Matterdawn,Torres
1807968,Harsaw,Vestal
1889049,Harsaw,Vestal
1697851,Matterdawn,Torres
1134780,Harsaw,Vestal
1847385,Matterdawn,Torres
1791690,Porpus,Torres
1173448,Mershville,Torres
1113229,Matterdawn,Torres
1450156,Mershville,Torres
1824391,Mershville,Cordin
1218902,Matterdawn,Vestal
1780403,Mershville,Torres
1012476,Mershville,Seth
1809912,Harsaw,Vestal
1250476,Harsaw,Vestal
1044580,Harsaw,Torres
1079218,Matterdawn,Torres
1317043,Arrent,Vestal
1196387,Mershville,Torres
1088193,Harsaw,Torres
1254473,Matterdawn,Vestal
1659727,Harsaw,Vestal
1840564,Mershville,Vestal
1120630,Porpus,Torres
1599178,Harsaw,Seth
1503376,Porpus,Vestal
1700227,Harsaw,Torres
1337669,Harsaw,Torres
1480910,Harsaw,Torres
1485847,Matterdawn,Torres
1098146,Mershville,Torres
1492604,Matterdawn,Vestal
1276588,Mershville,Vestal
1602321,Harsaw,Torres
1940837,Arrent,Torres
1750957,Harsaw,Seth
1135057,Arrent,Torres
1216094,Matterdawn,Vestal
1825741,Mershville,Torres
1391834,Matterdawn,Vestal
1755255,Harsaw,Vestal
1411243,Harsaw,Torres
1556134,Porpus,Vestal
1760330,Harsaw,Torres
1230080,Arrent,Seth
1280868,Matterdawn,Torres
1520081,Arrent,Vestal
1127104,Harsaw,Vestal
1689690,Matterdawn,Torres
1060041,Harsaw,Torres
1119193,Harsaw,Vestal
1127771,Harsaw,Torres
1515988,Mershville,Vestal
1212955,Mershville,Torres
1317565,Mershville,Vestal
1303000,Mershville,Vestal
1143288,Harsaw,Vestal
1828187,Matterdawn,Torres
1408236,Harsaw,Vestal
1081999,Arrent,Vestal
1324439,Matterdawn,Vestal
1875759,Matterdawn,Torres
1245668,Harsaw,Vestal
1985731,Porpus,Torres
1358070,Harsaw,Vestal
1743240,Harsaw,Torres
1552670,Mershville,Vestal
1628448,Harsaw,Vestal
1152800,Harsaw,Torres
1737514,Matterdawn,Seth
1611408,Harsaw,Torres
1224941,Matterdawn,Torres
1613282,Matterdawn,Vestal
1067474,Matterdawn,Vestal
1689881,Matterdawn,Vestal
1243867,Matterdawn,Vestal
1497162,Matterdawn,Torres
1813240,Arrent,Torres
1126884,Harsaw,Torres
1712198,Harsaw,Vestal
1632600,Matterdawn,Seth
1032734,Arrent,Vestal
1084584,Matterdawn,Torres
1338104,Harsaw,Vestal
1225297,Harsaw,Vestal
1739152,Matterdawn,Torres
1734446,Mershville,Torres
1020114,Matterdawn,Vestal
1589284,Matterdawn,Torres
1272864,Harsaw,Vestal
1738367,Matterdawn,Vestal
1407670,Arrent,Torres
1493896,Mershville,Cordin
1964672,Matterdawn,Torres
1880518,Matterdawn,Vestal
1251281,Harsaw,Torres
1132694,Mershville,Vestal
1791446,Harsaw,Vestal
1403899,Matterdawn,Torres
1324199,Matterdawn,Vestal
1503858,Harsaw,Vestal
1608524,Harsaw,Torres
1766135,Matterdawn,Vestal
1237875,Mershville,Torres
1640157,Harsaw,Torres
1042306,Matterdawn,Torres
1131920,Matterdawn,Vestal
1460854,Porpus,Torres
1524450,Porpus,Torres
1989819,Harsaw,Vestal
1623532,Porpus,Torres
1146612,Arrent,Seth
1904078,Porpus,Vestal
1518676,Matterdawn,Seth
1729358,Matterdawn,Vestal
1929135,Mershville,Torres
1648749,Harsaw,Torres
1047141,Matterdawn,Vestal
1565492,Mershville,Torres
1090743,Harsaw,Vestal
1162865,Harsaw,Torres
1100664,Harsaw,Vestal
1739235,Harsaw,Vestal
1255826,Porpus,Vestal
1185836,Matterdawn,Vestal
1244552,Harsaw,Vestal
1089699,Harsaw,Torres
1278619,Harsaw,Vestal
1030458,Harsaw,Torres
1540783,Harsaw,Seth
1037299,Harsaw,Vestal
1324092,Mershville,Torres
1092526,Harsaw,Torres
1891563,Matterdawn,Cordin
1011414,Harsaw,Vestal
1487333,Mershville,Torres
1321445,Mershville,Torres
1341852,Mershville,Vestal
1506024,Matterdawn,Vestal
1509993,Harsaw,Vestal
1845248,Harsaw,Vestal
1679848,Harsaw,Torres
1088318,Matterdawn,Torres
1534614,Harsaw,Vestal
1014442,Harsaw,Vestal
1964329,Mershville,Vestal
1348167,Matterdawn,Vestal
1947201,Matterdawn,Vestal
1696188,Matterdawn,Torres
1496535,Matterdawn,Vestal
1142578,Harsaw,Vestal
1821302,Mershville,Vestal
1099140,Matterdawn,Vestal
1470951,Mershville,Cordin
1358254,Harsaw,Vestal
1766653,Harsaw,Torres
1745788,Porpus,Vestal
1946044,Matterdawn,Vestal
1379939,Mershville,Vestal
1577627,Matterdawn,Vestal
1850474,Harsaw,Vestal
1551819,Matterdawn,Seth
1304512,Mershville,Vestal
1090046,Harsaw,Torres
1686247,Matterdawn,Torres
1562743,Harsaw,Vestal
1331876,Matterdawn,Torres
1645525,Porpus,Vestal
1482064,Porpus,Torres
1822764,Mershville,Torres
1367483,Porpus,Torres
1567761,Harsaw,Torres
1903224,Porpus,Vestal
1961446,Matterdawn,Vestal
1363114,Matterdawn,Torres
1422360,Arrent,Torres
1633179,Mershville,Torres
1680714,Mershville,Vestal
1805913,Harsaw,Torres
1169288,Mershville,Vestal
1942353,Harsaw,Cordin
1309429,Harsaw,Cordin
1050706,Matterdawn,Cordin
1066969,Matterdawn,Seth
1409782,Harsaw,Torres
1024394,Matterdawn,Vestal
1558483,Matterdawn,Vestal
1524346,Matterdawn,Torres
1424957,Matterdawn,Vestal
1272570,Harsaw,Torres
1662977,Harsaw,Torres
1965370,Harsaw,Torres
1537671,Mershville,Vestal
1992958,Mershville,Vestal
1847440,Mershville,Torres
1737871,Harsaw,Seth
1259101,Matterdawn,Torres
1099589,Mershville,Vestal
1737166,Harsaw,Vestal
1477576,Matterdawn,Vestal
1198971,Harsaw,Torres
1543240,Mershville,Vestal
1752435,Porpus,Vestal
1094153,Harsaw,Torres
1160750,Matterdawn,Torres
1441758,Matterdawn,Vestal
1646098,Harsaw,Torres
1663741,Harsaw,Torres
1705629,Mershville,Torres
1379937,Harsaw,Torres
1205143,Matterdawn,Torres
1390787,Harsaw,Torres
1715018,Porpus,Vestal
1210817,Harsaw,Vestal
1015221,Harsaw,Torres
1452653,Mershville,Vestal
1731103,Harsaw,Torres
1360712,Harsaw,Vestal
1119512,Arrent,Vestal
1877934,Porpus,Vestal
1803194,Matterdawn,Seth
1621474,Harsaw,Torres
1007940,Mershville,Vestal
1425673,Arrent,Torres
1577370,Mershville,Vestal
1492164,Mershville,Seth
1122600,Harsaw,Torres
1930584,Harsaw,Vestal
1423251,Mershville,Vestal
1734327,Mershville,Torres
1367136,Matterdawn,Vestal
1974286,Matterdawn,Vestal
1318396,Harsaw,Vestal
1574125,Mershville,Vestal
1707835,Arrent,Vestal
1889813,Matterdawn,Vestal
1703321,Mershville,Seth
1012661,Harsaw,Vestal
1065434,Harsaw,Torres
1928143,Porpus,Vestal
1389303,Mershville,Vestal
1411676,Matterdawn,Vestal
1486097,Matterdawn,Torres
1650237,Mershville,Vestal
1804967,Mershville,Vestal
1024040,Matterdawn,Vestal
1616809,Matterdawn,Vestal
1211241,Mershville,Vestal
1104101,Harsaw,Vestal
1677643,Matterdawn,Vestal
1205128,Harsaw,Seth
1506196,Harsaw,Vestal
1186019,Matterdawn,Torres
1392179,Harsaw,Vestal
1192896,Harsaw,Torres
1526395,Matterdawn,Vestal
1465570,Porpus,Vestal
1620056,Mershville,Torres
1280121,Harsaw,Vestal
1456960,Mershville,Torres
1490820,Harsaw,Seth
1056823,Harsaw,Vestal
1904633,Matterdawn,Vestal
1531280,Matterdawn,Torres
1281719,Matterdawn,Torres
1912019,Porpus,Vestal
1176898,Mershville,Vestal
1675417,Matterdawn,Vestal
1331970,Matterdawn,Torres
1014840,Matterdawn,Torres
1036247,Matterdawn,Torres
1251846,Matterdawn,Vestal
1658742,Matterdawn,Vestal
1989521,Matterdawn,Seth
1607212,Mershville,Vestal
1925569,Porpus,Vestal
1860678,Harsaw,Torres
1132674,Harsaw,Torres
1033267,Matterdawn,Vestal
1202509,Matterdawn,Torres
1364071,Harsaw,Seth
1334653,Matterdawn,Vestal
1598218,Matterdawn,Vestal
1737261,Matterdawn,Vestal
1492805,Harsaw,Torres
1855001,Mershville,Torres
1316009,Harsaw,Vestal
1308691,Harsaw,Torres
1758628,Harsaw,Cordin
1316190,Matterdawn,Vestal
1364770,Harsaw,Torres
1731750,Porpus,Torres
1486989,Harsaw,Vestal
1488798,Matterdawn,Vestal
1801639,Arrent,Cordin
1345730,Harsaw,Torres
1270949,Mershville,Vestal
1122965,Matterdawn,Torres
1075401,Harsaw,Seth
1084743,Mershville,Vestal
1332059,Mershville,Torres
1405480,Harsaw,Vestal
1740967,Matterdawn,Torres
1226070,Mershville,Torres
1236799,Matterdawn,Vestal
1578010,Harsaw,Torres
1555784,Harsaw,Vestal
1676055,Porpus,Torres
1171445,Mershville,Vestal
1825379,Matterdawn,Torres
1365596,Harsaw,Torres
1095339,Harsaw,Vestal
1251989,Arrent,Vestal
1851638,Mershville,Vestal
1567582,Porpus,Vestal
1101136,Matterdawn,Vestal
1896865,Matterdawn,Vestal
1485426,Harsaw,Torres
1908633,Mershville,Torres
1313537,Mershville,Vestal
1698880,Harsaw,Torres
1504522,Harsaw,Torres
1296229,Harsaw,Vestal
1831586,Mershville,Torres
1630035,Harsaw,Vestal
1588458,Harsaw,Vestal
1931894,Matterdawn,Vestal
1444290,Mershville,Torres
1441589,Harsaw,Torres
1419427,Harsaw,Torres
1762697,Harsaw,Torres
1837004,Matterdawn,Torres
1602627,Porpus,Torres
1363218,Harsaw,Torres
1382283,Arrent,Vestal
1187338,Matterdawn,Vestal
1114111,Harsaw,Torres
1959765,Arrent,Vestal
1958297,Harsaw,Torres
1403901,Arrent,Vestal
1027918,Harsaw,Vestal
1853158,Harsaw,Vestal
1496465,Matterdawn,Vestal
1245563,Arrent,Vestal
1055634,Mershville,Torres
1274354,Harsaw,Vestal
1643364,Mershville,Seth
1279074,Harsaw,Torres
1340805,Porpus,Torres
1679823,Harsaw,Torres
1968902,Arrent,Torres
1898637,Mershville,Torres
1690581,Mershville,Vestal
1764430,Porpus,Torres
1857901,Arrent,Vestal
1512617,Harsaw,Torres
1164966,Harsaw,Vestal
1564138,Mershville,Torres
1000810,Mershville,Vestal
1275273,Matterdawn,Vestal
1263343,Mershville,Vestal
1825042,Matterdawn,Torres
1243393,Harsaw,Vestal
1891309,Mershville,Vestal
1983649,Matterdawn,Vestal
1213125,Harsaw,Torres
1171121,Harsaw,Vestal
1645586,Harsaw,Vestal
1046181,Harsaw,Vestal
1816133,Mershville,Torres
1144559,Harsaw,Vestal
1461019,Matterdawn,Torres
1820423,Matterdawn,Torres
1259242,Arrent,Vestal
1035279,Harsaw,Vestal
1206413,Matterdawn,Vestal
1928502,Mershville,Torres
1946607,Matterdawn,Torres
1345493,Mershville,Vestal
1125810,Matterdawn,Torres
1959759,Matterdawn,Vestal
1100485,Harsaw,Torres
1524121,Harsaw,Vestal
1824223,Harsaw,Vestal
1934056,Harsaw,Torres
1271173,Harsaw,Vestal
1207913,Matterdawn,Torres
1653985,Harsaw,Torres
1363098,Harsaw,Vestal
1151357,Harsaw,Torres
1907298,Mershville,Vestal
1470964,Matterdawn,Torres
1942315,Harsaw,Torres
1203148,Harsaw,Vestal
1952616,Matterdawn,Vestal
1676703,Matterdawn,Vestal
1373239,Harsaw,Vestal
1588517,Harsaw,Vestal
1512514,Porpus,Vestal
1043950,Matterdawn,Vestal
1404326,Mershville,Vestal
1314861,Harsaw,Torres
1594536,Harsaw,Vestal
1351338,Porpus,Vestal
1068972,Harsaw,Torres
1088941,Mershville,Vestal
1364117,Matterdawn,Vestal
1238846,Matterdawn,Vestal
1970886,Matterdawn,Vestal
1894999,Harsaw,Torres
1414832,Harsaw,Torres
1968468,Mershville,Vestal
1967872,Mershville,Vestal
1685633,Harsaw,Torres
1288351,Porpus,Vestal
1440533,Mershville,Torres
1273968,Harsaw,Vestal
1673617,Matterdawn,Torres
1669419,Matterdawn,Torres
1113404,Arrent,Vestal
1365002,Porpus,Vestal
1032999,Harsaw,Vestal
1275691,Harsaw,Torres
1072101,Mershville,Vestal
1993345,Harsaw,Vestal
1606263,Matterdawn,Vestal
1030115,Porpus,Vestal
1254455,Arrent,Vestal
1451678,Matterdawn,Torres
1552780,Matterdawn,Vestal
1086920,Porpus,Vestal
1172233,Harsaw,Vestal
1373716,Harsaw,Torres
1784010,Harsaw,Torres
1302244,Porpus,Seth
1039140,Matterdawn,Vestal
1805100,Porpus,Torres
1151578,Mershville,Vestal
1086781,Arrent,Torres
1886882,Arrent,Torres
1982236,Mershville,Vestal
1319843,Mershville,Torres
1733432,Porpus,Torres
1324351,Matterdawn,Torres
1196178,Porpus,Vestal
1610192,Matterdawn,Seth
1854808,Matterdawn,Torres
1011318,Porpus,Vestal
1120059,Arrent,Torres
1589206,Porpus,Vestal
1767312,Harsaw,Vestal
1865792,Harsaw,Vestal
1903847,Harsaw,Vestal
1933447,Arrent,Torres
1279280,Harsaw,Vestal
1520706,Mershville,Vestal
1627525,Mershville,Torres
1509934,Mershville,Vestal
1473115,Mershville,Torres
1078024,Mershville,Torres
1774316,Harsaw,Vestal
1484530,Matterdawn,Vestal
1503762,Harsaw,Vestal
1455404,Porpus,Vestal
1127773,Arrent,Torres
1983919,Mershville,Vestal
1795071,Porpus,Vestal
1041154,Porpus,Torres
1328067,Matterdawn,Vestal
1140164,Harsaw,Torres
1135336,Porpus,Vestal
1547896,Harsaw,Torres
1940537,Mershville,Vestal
1177636,Mershville,Torres
1207254,Harsaw,Vestal
1646232,Mershville,Vestal
1468418,Porpus,Torres
1703293,Mershville,Torres
1643609,Arrent,Torres
1999506,Harsaw,Vestal
1097075,Mershville,Torres
1699514,Matterdawn,Vestal
1288589,Harsaw,Seth
1259881,Harsaw,Vestal
1945269,Matterdawn,Torres
1473667,Harsaw,Torres
1537591,Matterdawn,Vestal
1586417,Matterdawn,Torres
1049400,Matterdawn,Torres
1903919,Arrent,Vestal
1926547,Porpus,Torres
1861100,Harsaw,Vestal
1486393,Porpus,Torres
1073036,Porpus,Torres
1497141,Harsaw,Vestal
1116464,Mershville,Torres
1946060,Harsaw,Torres
1834242,Harsaw,Torres
1326570,Matterdawn,Torres
1496577,Harsaw,Seth
1128373,Arrent,Torres
1506079,Porpus,Torres
1432759,Harsaw,Cordin
1425560,Harsaw,Vestal
1803455,Harsaw,Torres
1630290,Matterdawn,Vestal
1447894,Mershville,Vestal
1712718,Matterdawn,Torres
1333499,Harsaw,Torres
1261606,Harsaw,Torres
1887635,Matterdawn,Vestal
1708958,Harsaw,Torres
1676549,Porpus,Seth
1487121,Mershville,Seth
1853050,Arrent,Torres
1474678,Harsaw,Torres
1433626,Matterdawn,Vestal
1860213,Matterdawn,Cordin
1439580,Matterdawn,Vestal
1578561,Harsaw,Vestal
1808222,Matterdawn,Vestal
1056448,Mershville,Torres
1295085,Matterdawn,Torres
1597207,Matterdawn,Vestal
1581084,Mershville,Vestal
1695423,Matterdawn,Torres
1689293,Harsaw,Cordin
1150731,Mershville,Torres
1173997,Matterdawn,Vestal
1204344,Harsaw,Vestal
1242531,Matterdawn,Vestal
1246216,Arrent,Vestal
1743900,Harsaw,Torres
1799323,Harsaw,Torres
1174443,Mershville,Torres
1215413,Matterdawn,Seth
1301484,Matterdawn,Torres
1638548,Mershville,Torres
1027950,Harsaw,Torres
1048993,Harsaw,Torres
1610980,Harsaw,Torres
1991040,Harsaw,Torres
1818715,Harsaw,Torres
1352614,Mershville,Torres
1650505,Mershville,Torres
1060357,Matterdawn,Vestal
1746772,Matterdawn,Vestal
1607156,Mershville,Vestal
1844274,Matterdawn,Vestal
1362042,Matterdawn,Torres
1377721,Mershville,Torres
1562791,Matterdawn,Torres
1689983,Harsaw,Vestal
1387156,Matterdawn,Vestal
1319471,Harsaw,Vestal
1096734,Harsaw,Vestal
1670169,Harsaw,Torres
1083436,Mershville,Vestal
1731884,Mershville,Torres
1134108,Mershville,Vestal
1769221,Matterdawn,Torres
1726040,Harsaw,Seth
1496036,Porpus,Torres
1121540,Matterdawn,Vestal
1333060,Arrent,Torres
1089034,Matterdawn,Vestal
1617865,Porpus,Cordin
1850150,Arrent,Vestal
1424681,Matterdawn,Torres
1303971,Harsaw,Torres
1502029,Harsaw,Torres
1738529,Arrent,Torres
1103623,Matterdawn,Torres
1553437,Matterdawn,Torres
1152344,Matterdawn,Vestal
1925636,Matterdawn,Vestal
1048880,Harsaw,Torres
1208742,Mershville,Torres
1715665,Mershville,Vestal
1304902,Matterdawn,Seth
1951487,Matterdawn,Torres
1289239,Harsaw,Vestal
1641334,Matterdawn,Torres
1477306,Matterdawn,Vestal
1857564,Arrent,Vestal
1451733,Matterdawn,Vestal
1752010,Mershville,Vestal
1053232,Harsaw,Vestal
1951133,Mershville,Vestal
1962412,Mershville,Vestal
1784277,Mershville,Vestal
1204807,Matterdawn,Vestal
1070680,Harsaw,Vestal
1173523,Mershville,Torres
1926232,Matterdawn,Vestal
1469336,Matterdawn,Torres
1096962,Arrent,Vestal
1949518,Harsaw,Torres
1997561,Matterdawn,Vestal
1977459,Matterdawn,Torres
1661126,Harsaw,Vestal
1302210,Matterdawn,Torres
1246154,Harsaw,Vestal
1815286,Harsaw,Seth
1606865,Mershville,Vestal
1975809,Matterdawn,Vestal
1873451,Harsaw,Vestal
1073467,Harsaw,Torres
1647961,Matterdawn,Torres
1124895,Harsaw,Vestal
1237752,Porpus,Torres
1188786,Mershville,Torres
1280314,Mershville,Torres
1592885,Mershville,Cordin
1754484,Matterdawn,Torres
1694358,Harsaw,Vestal
1854439,Harsaw,Torres
1590596,Matterdawn,Torres
1084263,Matterdawn,Seth
1912241,Porpus,Vestal
1278407,Mershville,Torres
1360086,Harsaw,Torres
1224189,Porpus,Vestal
1615183,Mershville,Vestal
1038529,Harsaw,Torres
1526058,Harsaw,Torres
1310833,Matterdawn,Vestal
1285780,Mershville,Vestal
1734630,Harsaw,Torres
1678673,Mershville,Vestal
1165776,Matterdawn,Vestal
1587412,Matterdawn,Vestal
1506155,Harsaw,Vestal
1890736,Mershville,Cordin
1379936,Harsaw,Torres
1858286,Harsaw,Torres
1780018,Matterdawn,Vestal
1248438,Harsaw,Torres
1045045,Matterdawn,Torres
1340395,Matterdawn,Torres
1397891,Harsaw,Vestal
1118639,Harsaw,Torres
1336948,Harsaw,Torres
1233286,Mershville,Vestal
1230826,Harsaw,Vestal
1869786,Matterdawn,Vestal
1668480,Mershville,Torres
1177431,Mershville,Torres
1558418,Mershville,Vestal
1851644,Matterdawn,Vestal
1529765,Harsaw,Torres
1866055,Mershville,Vestal
1028497,Harsaw,Vestal
1782067,Matterdawn,Torres
1819875,Harsaw,Vestal
1781168,Matterdawn,Torres
1694644,Harsaw,Vestal
1984002,Harsaw,Vestal
1171904,Matterdawn,Torres
1144562,Harsaw,Torres
1400983,Matterdawn,Vestal
1129171,Harsaw,Torres
1825937,Arrent,Torres
1282276,Mershville,Vestal
1548907,Porpus,Vestal
1057420,Mershville,Vestal
1855985,Matterdawn,Cordin
1163279,Matterdawn,Torres
1445508,Porpus,Vestal
1537993,Harsaw,Vestal
1505213,Harsaw,Vestal
1983308,Porpus,Seth
1253011,Matterdawn,Torres
1542807,Harsaw,Torres
1970991,Matterdawn,Vestal
1824172,Porpus,Vestal
1565933,Harsaw,Vestal
1795219,Porpus,Vestal
1267476,Harsaw,Torres
1848620,Porpus,Torres
1347309,Mershville,Torres
1347126,Harsaw,Torres
1094439,Harsaw,Torres
1215598,Arrent,Vestal
1044040,Matterdawn,Vestal
1509902,Matterdawn,Torres
1766052,Mershville,Vestal
1253934,Harsaw,Cordin
1950009,Harsaw,Vestal
1508555,Harsaw,Torres
1448206,Mershville,Torres
1256755,Matterdawn,Torres
1479786,Harsaw,Vestal
1749058,Mershville,Seth
1110429,Harsaw,Torres
1544355,Mershville,Vestal
1707040,Mershville,Vestal
1923108,Porpus,Torres
1814816,Mershville,Torres
1321837,Matterdawn,Vestal
1558806,Matterdawn,Vestal
1786223,Harsaw,Torres
1173014,Arrent,Vestal
1608052,Harsaw,Torres
1822585,Matterdawn,Vestal
1459218,Matterdawn,Torres
1407351,Harsaw,Vestal
1766269,Porpus,Vestal
1211086,Mershville,Torres
1971794,Porpus,Vestal
1232664,Matterdawn,Vestal
1465222,Mershville,Vestal
1597938,Porpus,Vestal
1215585,Harsaw,Vestal
1484774,Matterdawn,Cordin
1079943,Matterdawn,Torres
1868084,Matterdawn,Vestal
1969811,Porpus,Torres
1050453,Mershville,Torres
1426181,Matterdawn,Torres
1566508,Mershville,Vestal
1731825,Mershville,Torres
1490914,Matterdawn,Vestal
1727122,Porpus,Torres
1689688,Matterdawn,Torres
1855626,Harsaw,Torres
1390487,Arrent,Torres
1622378,Harsaw,Vestal
1809842,Porpus,Vestal
1166214,Matterdawn,Torres
1849875,Harsaw,Vestal
1966503,Mershville,Vestal
1226140,Harsaw,Torres
1680914,Matterdawn,Torres
1238510,Arrent,Vestal
1537986,Harsaw,Torres
1825912,Matterdawn,Vestal
1852887,Harsaw,Vestal
1265513,Porpus,Vestal
1360546,Harsaw,Vestal
1533552,Mershville,Torres
1134884,Mershville,Vestal
1787254,Harsaw,Torres
1268397,Mershville,Vestal
1004992,Harsaw,Vestal
1125509,Harsaw,Torres
1651466,Porpus,Cordin
1674596,Harsaw,Torres
1251181,Porpus,Vestal
1954199,Harsaw,Vestal
1121034,Mershville,Seth
1447411,Harsaw,Torres
1740703,Mershville,Torres
1193486,Matterdawn,Torres
1475700,Harsaw,Seth
1661930,Harsaw,Vestal
1098539,Mershville,Vestal
1384969,Harsaw,Torres
1169705,Harsaw,Torres
1678954,Harsaw,Vestal
1725323,Matterdawn,Torres
1761464,Mershville,Torres
1938332,Harsaw,Torres
1311421,Harsaw,Vestal
1553083,Harsaw,Vestal
1803787,Mershville,Vestal
1962618,Matterdawn,Torres
1494219,Harsaw,Torres
1110658,Harsaw,Vestal
1789087,Porpus,Vestal
1000454,Matterdawn,Vestal
1351697,Harsaw,Cordin
1215137,Porpus,Vestal
1311554,Mershville,Seth
1101430,Mershville,Vestal
1408569,Matterdawn,Torres
1388063,Mershville,Torres
1674206,Harsaw,Vestal
1753560,Harsaw,Vestal
1086768,Matterdawn,Seth
1522967,Mershville,Torres
1782254,Matterdawn,Torres
1708816,Matterdawn,Vestal
1594744,Harsaw,Torres
1374269,Harsaw,Torres
1937307,Harsaw,Vestal
1477693,Mershville,Torres
1340432,Matterdawn,Vestal
1519178,Harsaw,Vestal
1828805,Porpus,Torres
1186316,Harsaw,Vestal
1053837,Harsaw,Torres
1379286,Harsaw,Vestal
1080439,Matterdawn,Torres
1649085,Matterdawn,Vestal
1365598,Harsaw,Vestal
1590430,Matterdawn,Torres
1976651,Harsaw,Torres
1130691,Harsaw,Torres
1819272,Harsaw,Vestal
1817868,Arrent,Torres
1199463,Harsaw,Vestal
1533442,Porpus,Torres
1403354,Matterdawn,Vestal
1004150,Harsaw,Vestal
1951215,Mershville,Torres
1902588,Matterdawn,Torres
1432071,Mershville,Vestal
1065976,Porpus,Torres
1827111,Harsaw,Vestal
1234529,Harsaw,Vestal
1477904,Harsaw,Torres
1758182,Porpus,Vestal
1705849,Harsaw,Vestal
1047170,Matterdawn,Vestal
1008817,Mershville,Torres
1043453,Matterdawn,Vestal
1698536,Arrent,Seth
1449703,Harsaw,Vestal
1861483,Mershville,Torres
1147566,Matterdawn,Torres
1755985,Harsaw,Vestal
1480689,Mershville,Torres
1748110,Porpus,Seth
1592655,Mershville,Vestal
1578460,Harsaw,Torres
1145670,Harsaw,Torres
1331710,Matterdawn,Torres
1925410,Harsaw,Torres
1256313,Harsaw,Torres
1024421,Harsaw,Torres
1865203,Harsaw,Torres
1843783,Harsaw,Torres
1033153,Mershville,Vestal
1463614,Harsaw,Vestal
1635049,Matterdawn,Torres
1987293,Mershville,Vestal
1539641,Matterdawn,Vestal
1525941,Matterdawn,Vestal
1395416,Mershville,Torres
1605458,Porpus,Torres
1626644,Matterdawn,Torres
1638093,Harsaw,Torres
1863112,Matterdawn,Vestal
1197069,Harsaw,Vestal
1896156,Mershville,Vestal
1088572,Harsaw,Vestal
1537027,Porpus,Vestal
1513372,Mershville,Torres
1647017,Mershville,Vestal
1546504,Harsaw,Torres
1866212,Porpus,Vestal
1357033,Porpus,Seth
1065071,Harsaw,Vestal
1716694,Harsaw,Torres
1684251,Harsaw,Cordin
1605219,Mershville,Torres
1635680,Harsaw,Torres
1701027,Mershville,Torres
1570987,Matterdawn,Torres
1065871,Harsaw,Torres
1717693,Harsaw,Torres
1147651,Harsaw,Torres
1941801,Harsaw,Torres
1944389,Harsaw,Vestal
1404556,Mershville,Vestal
1902216,Mershville,Vestal
1135560,Harsaw,Torres
1485275,Harsaw,Vestal
1123381,Arrent,Vestal
1689603,Mershville,Torres
1474579,Mershville,Vestal
1433723,Harsaw,Torres
1535017,Porpus,Vestal
1950645,Mershville,Vestal
1472978,Harsaw,Torres
1950513,Mershville,Vestal
1461619,Mershville,Vestal
1865819,Matterdawn,Torres
1707515,Matterdawn,Vestal
1919693,Matterdawn,Vestal
1760547,Matterdawn,Torres
1683578,Matterdawn,Vestal
